"","Domain","EIN","Name","TwitterHandle"
"4154","nationalshare.org","371282573","SHARE PREGNANCY AND INFANT LOSS","Share1977"
"4155","nationalwestern.com","840517361","THE WESTERN STOCK SHOW ASSOCIATION","NationalWestern"
"4156","nativeprogress.org","263592983","ONE SPIRIT","SpiritPineRidge"
"4157","nativeseeds.org","942899356","NATIVE SEEDSSOUTHWESTERN ENDANGERED","NativeSeedsSRCH"
"4158","nativityprep.org","330886247","NATIVITY PREP ACADEMY OF SAN DIEGO INC","NativityPrep"
"4159","natlands.org","236272818","NATURAL LANDS TRUST INC","natlands"
"4160","naturalland.org","362478025","NATURAL LAND INSTITUTE","NLI1958"
"4161","natureandculture.org","330773524","Nature and Culture International","SavingNature"
"4162","nauticus.org","541475802","NAUTICUS DBA NAUTICUS FOUNDATION","NauticusNorfolk"
"4163","navyhistory.org","530196627","NAVAL HISTORICAL FOUNDATION","USNavyHistory"
"4164","navyleague.org","311677884","NAVY LEAGUE FOUNDATION","NavyLeagueUS"
"4165","navyleague.org","530116710","NAVY LEAGUE OF THE UNITED STATES","NavyLeagueUS"
"4166","nb3foundation.org","201870330","NOTAH BEGAY III FOUNDATION","NB3Foundation"
"4167","nba.com","954493310","LOS ANGELES CLIPPERS FOUNDATION","NBACanada"
"4168","nba.com","860633919","Phoenix Suns Charities Inc","celtics"
"4169","nbcfl.org","260353679","NEW BEGINNINGS OF CENTRAL FLORIDA INC","nbcfl"
"4170","nbr.org","911444105","THE NATIONAL BUREAU OF ASIAN RESEARCH","TiffanyMa2"
"4171","ncaa.org","440567264","NATIONAL COLLEGIATE ATHLETIC ASSOCIATION","NCAA"
"4172","ncacbsa.org","530204610","NATIONAL CAPITAL AREA COUNCIL","NCACBSA"
"4173","ncadv.org","911081344","NATIONAL COALITION AGAINST DOMESTIC","brianablair_"
"4174","nccaa.net","581447670","NORTH CAROLINA COMMUNITY ACTION","NCCommAction"
"4175","ncccc.com","273709704","EMERGING ENTERPRISE CENTER INC","BobChadwick"
"4176","nccn.org","232818395","NATIONAL COMPREHENSIVE CANCER NETWORK","NCCNnews"
"4177","nccoast.org","581494098","North Carolina Coastal Federation Inc","NCCoastalFed"
"4178","nccw.org","521738369","NATIONAL COUNCIL OF CATHOLIC WOMEN","NCCW1920"
"4179","nceft.org","942378104","NATIONAL CENTER FOR EQUINE FACILITATED THERAPY","NCEFT"
"4180","ncge.org","46050994","National Council for Geographic Education","NCGE1915"
"4181","ncgreenpower.org","223895009","NC Greenpower Corporation","NCGP"
"4182","nchacutting.com","751796627","NCHA CHARITIES FOUNDATION","nchalive"
"4183","nchcf.org","571154352","NICKLAUS CHILDREN'S HEALTH CARE","NCHCF"
"4184","nchh.org","521792579","National Center for Healthy Housing Inc","NCHH"
"4185","ncjfcj.org","362486896","NATIONAL COUNCIL OF JUVENILE & FAMILY COURT JUDGES","NCJFCJ"
"4186","nclnet.org","530242038","National Consumers League Inc","ncl_tweets"
"4187","nclr.org","860212873","NATIONAL COUNCIL OF LA RAZA INC","ricodanny1"
"4188","ncsddc.org","522065422","National Coalition of STD Directors","DaveHarveyDC"
"4189","ncsea.org","421051418","National Child Support Enforcement","IamCozzie"
"4190","ncsports.org","581527276","NORTH CAROLINA AMATEUR SPORTS INC","CycleNC"
"4191","ncuscr.org","132566973","National Committee on United States","NTYoung"
"4192","ncvli.org","710879090","NATIONAL CRIME VICTIM LAW INSTITUTE","NCVLI"
"4193","ncwit.org","680591481","NATIONAL CENTER FOR WOMEN AND","NCWIT"
"4194","ndlon.org","208802586","NATIONAL DAY LABORER ORGANIZING NETWORK","ndlon"
"4195","ndm.edu","520591641","Notre Dame of Maryland University Inc","NDMU_Admissions"
"4196","ndnu.edu","941156646","NOTRE DAME DE NAMUR UNIVERSITY","NDNU"
"4197","ndrn.org","592333653","NATIONAL DISABILITY RIGHTS NETWORK INC","NDRNadvocates"
"4198","ndsccenter.org","582171570","NDSC FOUNDATION INC","NDSC"
"4199","ndss.org","132992567","NATIONAL DOWN SYNDROME SOCIETY","sarahartweir"
"4200","ne-arc.org","42645008","NORTH SHORE HERITAGE ASSOCIATES INC","PeabodyCoffee"
"4201","neads.org","237281887","NATIONAL EDUCATION FOR ASSISTANCE","ColleenWhelpley"
"4202","neareast.org","131624114","NEAR EAST FOUNDATION","NearEastFdn"
"4203","nebar.com","861066093","THE NEBRASKA LAWYERS FOUNDATION","nebrbar"
"4204","nebhealth.org","42777145","NORTHEAST BEHAVIORAL HEALTH CORPORATION","NrthShoreHealth"
"4205","nebraskacasa.org","470812726","Nebraska CASA Association","CASANebraska"
"4206","nebw.org","521547845","NEW ENDEAVORS BY WOMEN","New_Endeavors"
"4207","nechama.org","411998750","NECHAMA - Jewish Disaster","NECHAMAjrtd"
"4208","nechv.org","43007211","VIETNAM VETERANS WORKSHOP INC DBA","NECHV"
"4209","nedsra.org","362930414","NORTHEAST DUPAGE SPECIAL RECREATION","Nedsra"
"4210","needld.org","256070821","NEGRO EDUCATIONAL EMERGENCY DRIVE","needpgh"
"4211","nehumanesociety.org","470378997","NEBRASKA HUMANE SOCIETY","NEHumaneSociety"
"4212","neighborride.org","320123282","NEIGHBOR RIDE INC","NeighborRide"
"4213","neighborstogether.org","112632109","NEIGHBORS TOGETHER CORPORATION","neighborstogthr"
"4214","nelson-atkins.org","440558499","THE WILLIAM ROCKHILL NELSON TRUST","nelson_atkins"
"4215","neny.wish.org","141703503","MAKE-A-WISH FOUNDATION OF NORTHEAST NEW YORK","MakeAWish_NENY"
"4216","neopatriotism.org","273277678","Northeast Ohio Foundation for Patriotism","NEOPatriotism"
"4217","nesea.org","237437161","NORTHEAST SUSTAINABLE ENERGY","NESEA_org"
"4218","nesst.org","522018791","NONPROFIT ENTERPRISE AND SELF-","nesstorg"
"4219","neuhaus.org","742128239","The W Oscar Neuhaus Memorial Foundation","NeuhausEdCtr"
"4220","neumann.edu","231657958","NEUMANN UNIVERSITY","NeumannLeaders"
"4221","neurocriticalcare.org","550797286","THE NEUROCRITICAL CARE SOCIETY INC","neurocritical"
"4222","nevadawilderness.org","880211763","FRIENDS OF NEVADA WILDERNESS","friendsofnvwild"
"4223","neverstop.co","263190220","LAUNCHYOURCITY","ECMathews"
"4224","neverthirstwater.org","450594639","NEVERTHIRST INC (FORMERLY COMPASSION","Neverthirst"
"4225","nevhc.org","237120632","NORTHEAST VALLEY HEALTH CORPORATION","NEVHC"
"4226","newamerica.org","522096845","NEW AMERICA FOUNDATION","NewAmericaNYC"
"4227","newarkarts.org","222412819","NEWARK ARTS COUNCIL","newark_arts"
"4228","newarkmuseum.org","221487275","THE NEWARK MUSEUM ASSOCIATION","NewarkMuseum"
"4229","newartcenter.org","42800804","NEW ART CENTER IN NEWTON INC","NewArt1977"
"4230","newavenues.org","930910213","NEW AVENUES FOR YOUTH INC","NewAves4Youth"
"4231","newbeginningsadoptions.org","640745140","NEW BEGINNINGS INTERNATIONAL","NewBeginAdopt"
"4232","newbeginningsnh.org","223106689","NEW BEGINNINGS WITHOUT VIOLENCE","newbeginningsnh"
"4233","newberry.edu","570314404","Newberry College","NewberryCollege"
"4234","newbethanyministries.org","232365694","EPISCOPAL MINISTRIES OF THE DIOCESE OF","NewBethMin"
"4235","newbury.edu","42452884","NEWBURY COLLEGE INC","NewburyColl"
"4236","newcommunity.org","223657446","NC ORANGE SENIOR HOUSING CORP","NewCommunityCor"
"4237","newcommunity.org","221911104","New Community Corporation","NewCommunityCor"
"4238","newcommunity.org","223826476","COMMUNITY HILLS EARLY LEARNING","NewCommunityCor"
"4239","newdestinyhousing.org","133875562","CITYWIDE SUPPORTIVE HOUSINGINC","newdestinyorg"
"4240","newdestinyhousing.org","133778489","NEW DESTINY HOUSING CORPORATION","newdestinyorg"
"4241","newdream.org","521984782","THE CENTER FOR A NEW AMERICAN DREAM","newdream"
"4242","newfoundationschildren.com","570634724","NEW FOUNDATIONS HOME FOR CHILDREN","NewFoundHome"
"4243","newhampton.org","20223634","THE NEW HAMPTON SCHOOL","willmcculloch11"
"4244","newharmonyproject.org","351728624","THE NEW HARMONY PROJECT INC","NH_Project"
"4245","newhaven.edu","60761704","University of New Haven","UNH"
"4246","newhorizons-sfv.org","951862084","NEW HORIZONS SERVING INDIVIDUALS","newhorizonssfv"
"4247","newhorizons-sfv.org","954842508","DISCOVERING HORIZONS","newhorizonssfv"
"4248","newhorizons-sfv.org","954389218","RAINBOW HORIZONS INC","newhorizonssfv"
"4249","newlifectr.org","860635950","NEW LIFE CENTER","NewLifeDV"
"4250","newonline.org","760677933","Network of Executive Women Inc","NEWnational"
"4251","neworleans.dressforsuccess.org","721444242","DRESS FOR SUCCESS CHARITY NEW ORLEANS","dfsneworleans"
"4252","newportaquaticcenter.com","953699894","NEWPORT AQUATIC CENTER","NewportAquaticC"
"4253","newportbeachfilmfest.com","330886863","NEWPORT BEACH INDEPENDENT INTERNATIONAL","write2recite"
"4254","newseum.org","203985447","NEWSEUM INC","Newseum"
"4255","newtonschoolsfoundation.org","237065010","NEWTON SCHOOLS FOUNDATION INC","NewtonSchoolsFn"
"4256","newvisions.org","454659946","NEW VISIONS CHARTER HIGH SCHOOL FOR","NewVisionsNYC"
"4257","newvisions.org","451559526","NEW VISIONS CHARTER HIGH SCHOOL FOR HUMANITIES","NewVisionsNYC"
"4258","newvisions.org","462339783","NEW VISIONS CHARTER SCHOOLS","NewVisionsNYC"
"4259","newyorkscores.org","134189653","New York Scores","AmericaSCORESNY"
"4260","newzoo.org","391516018","NEW ZOOLOGICAL SOCIETY INC","NEWZOOGB"
"4261","nextcity.org","223886361","NEXT CITY INC","NextCityOrg"
"4262","nextgenclimate.org","462525580","NEXTGEN CLIMATE AMERICA INC","NextGenClimate"
"4263","nfar.org","200538863","National Foundation for Autism Research","NFARorg"
"4264","nfcr.org","42531031","NATIONAL FOUNDATION FOR CANCER RESEARCH","Fly4theCure"
"4265","nfyi.org","460809227","NATIONAL FOSTER YOUTH INSTITUTE","NFYInstitute"
"4266","nha.org","46003451","NANTUCKET HISTORICAL ASSOCIATION","ackhistory"
"4267","nhcrafts.org","20234385","THE LEAGUE OF NEW HAMPSHIRE","LeagueofNHcraft"
"4268","nhfc.org","202382138","NEW HORIZONS FOR CHILDREN INC","NHFC_Orphans"
"4269","nhia.edu","20222154","NEW HAMPSHIRE INSTITUTE OF ART","NHIArt"
"4270","nhpfoundation.org","521636004","THE NHP FOUNDATION","nhpfoundation"
"4271","nhrmcfoundation.org","561752396","NEW HANOVER REGIONAL MEDICAL CENTER","NHRMCFoundation"
"4272","nhschicago.org","237443009","NEIGHBORHOOD HOUSING SERVICES OF CHICAGO INC","NHSChicago"
"4273","nhscleveland.org","341166865","NEIGHBORHOOD HOUSING SERVICES","LouTisler"
"4274","nhslacounty.org","953938955","NEIGHBORHOOD HOUSING SERVICES OF","nhslacounty"
"4275","nhslacounty.org","954646850","NHS NEIGHBORHOOD LENDING SERVICES INC","nhslacounty"
"4276","nhslibrary.org","231494787","THE FREE LIBRARY OF NEW HOPE","NHSlibrary"
"4277","nhswaterbury.org","61022915","NEIGHBORHOOD HOUSING SERVICES OF","NHSWaterbury"
"4278","niagara.edu","161495560","NIAGARA UNIVERSITY ICE COMPLEX","NiagaraUniv"
"4279","nicf.org","351912317","NORTHERN INDIANA COMMUNITY","NICFGivingGrows"
"4280","nichibei.org","270700443","NICHI BEI FOUNDATION","nichibei"
"4281","nicksplace.org","522152759","NICK'S PLACE INC","NicksPlace00"
"4282","ninelivesfoundation.org","202150714","Nine Lives Foundation","NineLivesF"
"4283","nirs.org","521119677","NUCLEAR INFORMATION AND RESOURCE SERVICE","nirsnet"
"4284","niwrc.org","274971660","NATIONAL INDIGENOUS WOMENS RESOURCE","niwrc"
"4285","njcaa.org","416023833","NATIONAL JUNIOR COLLEGE ATHLETIC ASSOCIATION","brittleadouglas"
"4286","njcdc.org","223282526","NEW JERSEY COMMUNITY DEVELOPMENT CORPORATION","NJCDC"
"4287","njcu.edu","223802223","UNIVERSITY ACADEMY CHARTER HIGH SCHOOL","NJCU_Careers"
"4288","njhospice.org","222357931","NEW JERSEY HOSPICE ORGANIZATION","NJHospicePCO"
"4289","njpta.org","210649035","NEW JERSEY CONGRESS OF PARENTS AND TEACHERS INC","NJPTA"
"4290","njsba.com","226074475","NEW JERSEY STATE BAR FOUNDATION","NJStateBar"
"4291","njseeds.org","223181507","NEW JERSEY SEEDS INC","NJSEEDS"
"4292","njtheatrealliance.org","222383501","NEW JERSEY THEATRE ALLIANCE","NJTheatre"
"4293","njtreefoundation.org","223484753","NEW JERSEY TREE FOUNDATION INC","NJTrees"
"4294","nkcs.org","382066893","ROCKFORD COMMUNITY SERVICE CENTER","NorthKentCS"
"4295","nleafcf.org","50536854","NATIONAL LAW ENFORCEMENT AND","NLEAFCF"
"4296","nlshops.org","232832415","NEIGHBORHOOD LEAGUE SHOPS FOUNDATIONINC","NLShops"
"4297","nlsp.org","520858001","NEIGHBORHOOD LEGAL SERVICES PROGRAM","NLSP_DC"
"4298","nmaeyc.org","510137970","NEW MEXICO ASSOCIATION FOR THE","NMYoungChildren"
"4299","nmajh.org","237379280","NATIONAL MUSEUM OF AMERICAN JEWISH HISTORY","josh_perelman"
"4300","nmcrs.org","530204618","NAVY-MARINE CORPS RELIEF SOCIETY","NMCRS29Palms"
"4301","nmih.org","232912750","NATIONAL MUSEUM OF INDUSTRIAL HISTORY","NMIHorg"
"4302","nmrush.com","850435305","Zia Soccer Club","nm_rush"
"4303","nmssli.org","111948311","NATIONAL MULTIPLE SCLEROSIS SOCIETY LI CHAPTER","LongIslandMS"
"4304","nmu.edu","237034523","THE NORTHERN MICHIGAN UNIVERSITY FOUNDATION","NMURecSports"
"4305","nmwa.org","521238810","THE NATIONAL MUSEUM OF WOMEN IN THE ARTS INC","WomenInTheArts"
"4306","nmwatercollaborative.org","272630181","THE NEW MEXICO WATER COLLABORATIVE","NMwatercollab"
"4307","nmwild.org","850457916","NEW MEXICO WILDERNESS ALLIANCE","nmwild"
"4308","nmwildlife.org","850160947","NEW MEXICO WILDLIFE FEDERATION","Gabe_NM"
"4309","nnedv.org","521973408","NATIONAL NETWORK TO END DOMESTIC VIOLENCE INC","nnedv"
"4310","nnhopes.org","860865357","NORTHERN NEVADA HIV OUTPATIENT","nnhopes"
"4311","noahcdc.org","43554045","NOAH COMMUNITY DEVELOPMENT FUND INC","NOAHCDC"
"4312","noahcdc.org","43173140","PEACE PROPERTIES INC","NOAHCDC"
"4313","noblenetwork.org","364241970","NOBLE NETWORK OF CHARTER SCHOOLS","BeNobleSchools"
"4314","nobodyscats.org","454719031","THE NOBODYS CATS FOUNDATION","TNR4NobodysCats"
"4315","nofavt.org","223260420","Northeast Organic Farming Association of Vermont Inc","NOFAVT"
"4316","nonprofitleadershipcenter.com","593671047","NONPROFIT LEADERSHIP CENTER","nlctb"
"4317","nonprofitvote.org","204568862","NONPROFIT VOTE INC","NpVOTE"
"4318","nonviolentpeaceforce.org","352197019","Nonviolent Peaceforce","Peaceforce"
"4319","nordcenter.org","340949459","THE NORD CENTER","TheNordCenter"
"4320","norfolkcollegiate.org","540806413","NORFOLK COLLEGIATE SCHOOL","NrflkCollegiate"
"4321","norfolkedfoundation.org","113789355","NORFOLK EDUCATION FOUNDATION","norfolkedfound"
"4322","normanbirdsanctuary.org","222746733","THE NORMAN BIRD SANCTUARY TRUST","NormanBirdS"
"4323","norml.org","522021279","THE NORML FOUNDATION","NORML"
"4324","northern.org","237438038","NORTHERN ALASKA ENVIRONMENTAL","NorthernCenter"
"4325","northernchildren.org","231396803","NORTHERN CHILDREN'S SERVICES","NorthernHomeFC"
"4326","northernchildren.org","233026135","NORTHERN CHILDREN'S ENDOWMENT FUND","NorthernHomeFC"
"4327","northerninitiatives.org","383024786","NORTHERN ECONOMIC INITIATIVES CORPORATION","niupnorth"
"4328","northhelpline.org","911475182","North Helpline","NorthHelpline"
"4329","northhillschristian.com","237111580","NORTH HILLS CHRISTIAN SCHOOL INC","NHillsChristian"
"4330","northland.edu","390806428","NORTHLAND COLLEGE","northland_edu"
"4331","northrivercommission.org","362526797","NORTH RIVER COMMISSION","NRCchicago"
"4332","northshoreschoolsfoundation.org","911680139","Northshore Schools Foundation","NSFoundation1"
"4333","northstarreach.org","260347065","NORTH STAR REACH","NorthStarReach"
"4334","northwesternalumni.com","726021495","NSU FOUNDATION INC","nsulaalumni"
"4335","northwestharvest.org","910826037","NORTHWEST HARVEST EMM","NWHarvest"
"4336","northwestunitedway.org","66009309","UNITED WAY OF NORTHWEST CONNECTICUT INC","nwunitedway"
"4337","norwichymca.com","150550177","YOUNG MENS CHRISTIAN ASSOC OF NORWICH","NorwichYMCA"
"4338","norwoodschool.org","520901098","NORWOOD SCHOOL INC","norwoodschool"
"4339","nosorh.org","621622563","NATIONAL ORGANIZATION OF STATE","NOSORH"
"4340","notredamecollege.edu","340714689","NOTRE DAME COLLEGE","NotreDameOhio"
"4341","novanthealth.org","541307595","PWHS FOUNDATION","NovantHealth"
"4342","novanthealth.org","560636250","COMMUNITY GENERAL HEALTH PARTNERS INC","NovantHealth"
"4343","novanthealth.org","540696355","PRINCE WILLIAM HOSPITAL","NovantHealth"
"4344","novanthealth.org","562098809","NMG SERVICES INC","NovantHealth"
"4345","novanthealth.org","560547479","ROWAN REGIONAL MEDICAL CENTER INC","NovantHealth"
"4346","novanthealth.org","561376368","PRESBYTERIAN MEDICAL CARE CORP","NovantHealth"
"4347","novanthealth.org","561424818","ROWAN REGIONAL MEDICAL CENTER FOUNDATION INC","NovantHealth"
"4348","novoministries.org","870745940","NOVO MINISTRIES INC","novoministries"
"4349","now.org","521477004","NATIONAL ORGANIZATION FOR WOMEN","NationalNOW"
"4350","noys.org","651252562","NATIONAL ORGANIZATIONS FOR YOUTH SAFETY","NOYSnews"
"4351","npca.org","530225165","NATIONAL PARKS CONSERVATION ASSOCIATION","NPCA"
"4352","npdf.org","133830191","NATIONAL POLICE DEFENSE FOUNDATION INC","NatPoliceFounda"
"4353","npg.org","132727625","NEGATIVE POPULATION GROWTH","npg_org"
"4354","nphy.org","880476452","NEVADA PARTNERSHIP FOR HOMELESS","NVHomelessYouth"
"4355","nplf.org","621681766","NASHVILLE PUBLIC LIBRARY FOUNDATION","NPLFoundation"
"4356","npower.org","134145441","NPOWER INC","NPowerOrg"
"4357","nptrust.org","237825575","NATIONAL PHILANTHROPIC TRUST","nptrust"
"4358","nqapia.org","272114866","National Queer Asian Pacific Islander AllianceInc","NQAPIA"
"4359","nrdc.org","132654926","Natural Resources Defense Council Inc","lecroom"
"4360","nrm.org","42450813","Norman Rockwell Museum at Stockbridge Inc","NRockwellMuseum"
"4361","nsacct.org","237112372","National Society of Accountants","NSAtax"
"4362","nsc.org","362167809","NATIONAL SAFETY COUNCIL","NSCsafety"
"4363","nsudemons.com","462861013","DEMONS UNLIMITED FOUNDATION","DemonsUnlimited"
"4364","ntbg.org","526057064","NATIONAL TROPICAL BOTANICAL GARDEN","NTBG"
"4365","ntfb.org","751785357","North Texas Food Bank","ntfb"
"4366","ntu.org","521122683","NATIONAL TAXPAYERS UNION FOUNDATION","NTU"
"4367","nuevavida.com","953685184","Association for Community","radionuevavida"
"4368","nuhop.org","237438600","NUHOP CENTER FOR EXPERIENTIAL","TheNuhopCenter"
"4369","nul.org","131840489","National Urban League Inc","NatUrbanLeague"
"4370","nunez.edu","721308725","Nunez Community College Foundation","Nunez_CC"
"4371","nurturingchange.org","953532351","CENTER FOR THE PACIFIC-ASIAN FAMILY INC","CPAForg"
"4372","nurturyboston.org","42105893","NURTURY INC","NurturyBoston"
"4373","nurturyboston.org","383865977","THE LEARNING CENTER AT BROMLEY-HEATH QALICB INC","NurturyBoston"
"4374","nvbdc.org","462033413","NATIONAL VETERAN BUSINESS DEVELOPMENT COUNCIL","nvbdc1"
"4375","nvef.org","680005743","NAPA VALLEY EDUCATION FOUNDATION","NVEdFoundation"
"4376","nvfs.org","540791977","NORTHERN VIRGINIA FAMILY SERVICE","nvfs"
"4377","nvrc.org","541531504","NORTHERN VIRGINIA RESOURCE CENTER FOR","NVRCDHHP"
"4378","nvrdc.org","454888353","NETWORK FOR VICTIM RECOVERY OF DC","BridgetteH"
"4379","nwaba.org","260244283","Northwest Association for Blind Athletes","NWABA"
"4380","nwachildcare.org","710780981","NORTHWEST ARKANSAS CHILD CARE","NWAChildCare"
"4381","nwf.org","530204616","National Wildlife Federation","NWFMidAtlantic"
"4382","nwgreenbay.org","391402851","NEIGHBORHOOD HOUSING SERVICES OF GREEN BAY INC","neighborworksgb"
"4383","nwhn.org","521081261","National Women's Health Network","TheNWHN"
"4384","nwirp.org","911393082","NORTHWEST IMMIGRANT RIGHTS PROJECT","NWIRP"
"4385","nwmissouri.edu","237165025","NORTHWEST FOUNDATION INC","ClubOwens"
